id,sentence,japanese,answer
282,____ the temperature on the air conditioner,エアコンの温度を調整する,adjust
283,That rule ____ ____ students.,その規則は学生に適用される.,applies to
283,____ ____ a passport,パスポートを申請する,apply for
283,____ the technology ____ a wide range of fields,さまざまな分野にその技術を応用する,apply to
283,____ enough sunscreen ____ my face,顔に十分な日焼け止めクリームを塗る,apply to
284,What time ____ ____ best?,何時が(あなたに)ご都合がいいですか.,suits you
284,That tie ____ ____.,そのネクタイは君に似合う.,suits you
284,____ ____ ____ ____ her,彼女を告訴する,file a suit against
284,a three-piece ____,スリーピースのスーツ,suit
285,"In some ____, honesty does not pay.",正直が割に合わない場合もある.,cases
285,This is ____ ____ ____ humans.,これは人間にも当てはまる(人間にとっても事実である).,the case with
285,____ murder ____,殺人事件,a case
285,new ____ of Ebola,エボラ出血熱の新たな症例,cases
285,____ ____ ____ before the judge,裁判官の前で言い分を述べる,make a case
286,____ love ____,ラブシーン,a scene
286,Police cars rushed to the ____.,パトカーが現場に急行した.,scene
286,____ American music ____,アメリカの音楽業界,the scene
287,____ ____ ____ play the lead,主役を演じる機会,a chance to
287,There is little ____ ____ his winning.,彼が勝つ可能性はほとんどない.,chance of
288,____ ____ ____ ____ ____ speak English,英語を話す絶好の機会を持つ,have a golden opportunity to
289,____ ____ ____,経験から学ぶ,learn from experience
289,the bitter ____ ____ losing [×that we lost] in the first round,初戦敗退という苦い経験,experience of
289,____ many hardships,多くの困難を経験する,experience
290,"If you have ____, neip me.",時間があれば手伝ってよ,time
290,wait for ____ ____ ____,長時間待つ,a long time
290,change jobs many ____,職を何回も変える,times
290,This one is ____ ____ ____ large ____ that one,これはあれの3倍の大きさだ,three times as as
290,keep up with the ____,時代についていく,times
290,(the) ____ ____ you come here,あなたが次にここに来るとき,next time
291,____ has come.,春が来た.,Spring
291,a ____ ____ resort,温泉(地),hot spring
291,____ ____ ____ bed,ベッドから飛び起きる,spring out of
292,The station is ten ____[a ten-____] walk from here.,"駅はここから歩いて10分です,",minutes' minute
292,Wait ____ ____.,ちょっと待ってください.,a minute
292,take the ____ of the meeting,会議の議事録を取る,minutes
292,____ ____ fraction,ごく小さな破片,a minute
292,We stopped talking ____ ____ he came in.,彼が入ってきた瞬間に私たちは話を止めた.,the minute
293,a man past middle ____,中年過ぎの男性,age
293,____ the Middle ____,中世において,in Ages
293,It's been ____ since I saw you last.,久しぶり(最後にあなたに会ってから長い間経つ).,ages
293,an ____ ____,高齢化社会,aging society
294,a ____ ____,世代間格差,generation gap
294,the ____ of wealth,富を生み出すこと,generation
294,hydropower ____,水力発電,generation
295,____ our school's 100th ____,我が校の創立100周年を祝う,celebrate anniversary
296,I moved to this city just ____.,"最近この市に引っ越して来ました,",recently
297,"I ____ ____ drive to work, ____ nowadays I take the train.","以前は車で仕事に行っていたが,今は電車を利用する.",used to but
297,____ ____ ____ ____ up early,早起きに慣れている,be used to getting
297,a[×an] ____ car,中古車,used
298,____ in the morning,朝早くに,early
298,The bus came three minutes ____ than usual.,そのパスはいつもより3分早く来た.,earlier
298,the ____ works of Murakami Haruki,村上春樹の初期の作品,early
299,win ____ prize,1等賞をとる,first
299,I went up Tokyo Tower ____ ____ ____ ____ in my life.,生まれて初めて東京タワーにのぼった、(*2回目もあることを示唆.),for the first time
299,"When I ____ met her, she was a student.","彼女と初めて会ったとき,彼女は学生だった.",first
299,"____, e-books are less expensive.","まず第1に,電子書籍のほうが安い.",First
299,"____ ____ I thought it was a joke, but later I realized it was true.",最初は冗談かと思ったが、後で事実だとわかった.,At first
300,follow ____ ____ fashions,最新のファッションを追う,the latest
301,in ____ ____,現代社会では,modern society
301,"a bright, ____ office",明るい近代的なオフィス,modern
302,____ ____ ____,大昔に,in ancient times
302,"an ____, worn-out coat",古びてすり切れたコート,ancient
303,"____ most of my time ____[in my room, with my family]","時間の大半を読書に[部屋の中で,家族と一緒に]費やす[過ごす]",spend reading
303,____ too much money ____ clothes,洋服にお金をかけすぎる,spend on
304,Our train ____ ____ (for) two hours.,私たちが乗った列車が2時間遅れた.,was delayed
304,without ____,遅れることなく,delay
305,____ two books from the library,図書館から2冊の本を借りる,borrow
306,"Could you ____ me 10,000 yen?",1万円貸してもらえませんか.,lend
306,How much will the bank ____ me?,銀行はいくら貸してくれるだろうか.,lend
307,____ a car for six hours,"6時間,車を借りる",rent
307,She ____ ____ three rooms to students.,彼女は学生に3部屋を賃貸ししている.,rents out
307,pay a high[low] ____,高い[安い]家賃を払う,rent
308,____ students ____ an opportunity to study in the U.K.,イギリス留学の機会を学生に与える,provide with
309,drill a hole through a ____,板にドリルで穴を開ける,board
309,a ____ ____ education,教育委員会,board of
309,____ a bus,バスに乗る,board
310,plastic ____ ____,ビニールのごみ袋,garbage bags
311,buy ____ on sale,バーゲン品を買う,items
311,a ____ ____ about the village,その村に関する(1つの)ニュース,news item
311,check all the ____ ____ the ____,リストのすべての項目を確認する,items on list
312,the front ____ of my bicycle,自転車の前輪,wheel
312,sit ____ ____ ____,運転する(ハンドルの所に座る),at the wheel
312,____ a cart,カートを動かす,wheel
313,____ ____ in class,授業中にメモをとる,take notes
313,a 50-pound ____,50ポンド紙幣,note
313,____ ____ we face a real challenge,私たちは大きな難題に直面していると指摘する,note that
313,Please ____ ____ the homework is due on Friday.,宿題の締め切りは金曜日だということを忘れずに注意してください.,note that
314,open the ____,ブレゼントを開ける,present
314,up to the ____,現在に至るまで,present
314,my ____ job,(私の)今の仕事,present
314,____ ____,出席者(出席している人々),those present
314,____ him ____ an award,彼に賞を贈る,present with
315,find ____ ____ ____,お買い得品を見つける,a good bargain
315,____ for better pay,賃上げを求めて交?する,bargain
316,lift heavy ____,重い物を持ち上げる,stuff
316,chicken ____ ____ rice,お米が詰められた鶏肉,stuffed with
317,____ ____ the box ____ some ____,ひもで箱を縛る,tie up with string
317,____ ____ ____ questions,一連の質問,a string of
317,a six-____ (guitar),6弦ギター,string
318,enjoy my ____ (time),余暇を楽しむ,leisure
318,the ____ industry,レジャー(余暇の)産業,leisure
319,a well-balanced ____,栄養パランスのとれた食事,diet
319,I ____ ____ ____ ____ now.,今ダイエット中です.,am on a diet
319,a ____ member,国会議員,Diet
320,a set of ____,家具一式,furniture
321,put the leftovers in the ____,冷蔵庫に残り物を入れる,refrigerator
322,There is ____ ____ on the street today.,"今日は,通りに車が少ない(交通量がほとんどない),",little traffic
323,"We ____ our car ____ [at] 500,000 yen.",私たちは車を50万円で売った.,sold for
323,Her books ____ very ____.,彼女の本は売れ行きがとてもよい(よく売れる).,sell well
324,____ five dollars ____ the book,その本の代金として5ドルを払う,pay for
324,____ ____ the room,その部屋代を払う,pay for
324,____ ____ ____ ____.,正直者がばかを見る(正直は割に合わない).,Honesty does not pay
324,have a vacation with ____(=have a paid vacation),有給休暇をとる,pay
325,I ____ contact lenses.,コンタクトレンズをつけている.,wear
325,I ____ ____ contact lenses now.,"私は今コンタクトレンズをつけている(日頃はメガネなどをかけている),",am wearing
325,My shirt is badly ____.,私のシャツはひどくすり切れている.,worn
325,The carpet is starting to ____ a little.,カーペットが少しすり減り始めている.,wear
326,change my ____,服を着替える,clothes
327,Will you ____ me?,(私と)結婚してくれますか?,marry
327,a ____ couple,夫婦(結婚しているカップル),married
328,____ each other,お互いに抜拶をする,greet
329,____ rice directly ____ the farm,産地に直接米を注文する,order from
329,____ him ____ stop smoking,たばこをやめるよう彼に命じる,order to
329,____ an ____ by telephone,電話で注文する,place order
329,obey an ____,命令に従う,order
329,____ alphabetical ____,アルファベット順で,in order
329,maintain peace and ____,平和と秩序を維持する,order
330,____ a single ____ ____ two nights,シングルルームを2泊予約する,book room for
330,have ____ ____ dessert,デザートは別腹だ(デザートのための余地はある),room for
331,two-hundred-____ skyscraper,200 階建ての超高層ビル,story
332,a ____ ____ (=a ____ for a dam),ダムの用地,dam site site
332,a ____ [camping] ____,建設現場[キャンプ地],construction site
332,the ____ of the Battle of Sekigahara,関ヶ原の戦いの跡,site
333,mow the lawn in our ____,私たちの庭の芝を刈る,yard
333,drive a golf ball over 300 ____,300ヤード以上ゴルフボールを飛ばす,yards
334,____ ____ ____ the sea,海底,the bottom of
334,Look at ____ ____ ____ page 10.,10ページの下を見てください.,the bottom of
334,fall on my ____[× hip],尻もちをつく,bottom
335,stand ____ ____,列に並ぶ,in line
335,sign on the dotted ____,点線のところにサインする,line
335,The ____ is busy.,(電話が)お話し中です.,line
335,practice my ____ over and over,セリフを何度も練習する,lines
335,____ ____ to buy tickets,チケットを求めて行列を作る,line up
336,the people sitting ____ the back ____,後列に座っている人,in row
336,____ a boat on the lake,湖でポートをこぐ,row
337,Classical music was playing in the ____.,BGM(背景)にクラシック音楽が流れていた.,background
337,people from different ____(=people from all walks of life),さまざまな経歴の人々,backgrounds
338,go ____ [× to] the opposite ____,反対の方向へ行く,in direction
338,ask for ____,道順を尋ねる,directions
338,under his ____,彼の指示の下,direction
339,various foreign ____,さまざまな外国文化,cultures
339,a ____ of bacteria,細菌の培養,culture
339,a woman ____ ____,教養ある女性,of culture
339,____ pearls,養殖(された)真珠,cultured
340,works of ____ ____,現代芸術の作品,modern art
340,____ ____ ____ conversation,会話の技術,the art of
340,a ____ ____ course,一般教養課程,liberal arts
341,Japanese ____ ____,日本のアニメーション作品(アニメ化された漫画),animated cartoons
342,the plot of this ____,この小説のあらすじ,novel
342,come up with a ____ idea,斬新な考えを思いつく,novel
343,play a ____ ____,楽器を演奏する,musical instrument
343,a medical ____,医療器具,instrument
344,That is a nice ____.,いい曲だね.,tune
344,____ ____ ____ channel 6,6チャンネルに合わせる,tune in to
344,____ the piano,ピアノを調律する,tune
345,delete the ____,その1文を削除する,sentence
345,be given the death ____,死刑判決を受ける,sentence
345,____ ____ ____ five years in prison,懲役5年の刑が言い渡される,be sentenced to
346,a ____ ____ ____ Portugal,ポルトガルに関する雑誌の記事,magazine article on
346,an ____ of furniture,家具1点,article
346,This word takes no ____.,この語は冠詞をつけない.,article
346,____ 9 of the Japanese Constitution,日本の憲法9条,Article
347,a famous ____ ____ the Bible,聖書の有名な一節,passage from
347,with the ____ of time,時の経過と共に,passage
348,____ [build up] my ____,語彙を増やす,increase vocabulary
349,____ ____ him ____ throughou the school.,彼のうわさは学校中に広まった.,Rumors about spread
350,How do you ____ your name?,名前はどのようにつづりますか.,spell
350,____ ____ ____ ____ the man,その男に呪文をかける,cast a spell on
350,I've had ____ ____ ____ bad luck recently.,最近ずっとついてない.,a spell of
351,How do you ____ your name?,あなたの名前はどう発音するのですか.,pronounce
351,____ a sentence,判決を宣告する,pronounce
352,show ____ of recovery,回復の兆しが見られる,signs
352,"a ____ saying ""No more Hiroshimas",「ノーモアヒロシマ」の看板,sign
352,____ an autograph for a fan,ファンのためにサインをする,sign
353,What does that ____?,それはどういう意味ですか.,mean
353,I didn't ____ ____ bother you.,邪魔をするつもりじゃなかった.,mean to
353,Don't be so ____.,"そんな意地悪言わないでよ,",mean
354,This magazine ____ ____ twice a year.,この雑誌は年に回発行されている,is published
354,The latest results will ____ ____ tomorrow.,最新の結果は明日発表される.,be published
355,____ the latest fashions,最新のファッションを展示する,display
355,____ ____ ____ ____,実力を発揮する,display my real ability
355,____ my jewelry,宝石を見せびらかす,display
355,a fireworks ____,花火大会,display
356,You can ____ him; he keeps secrets,彼のことを信頼してよい、彼は秘密を守る,trust
356,____ ____ ____ ____ her,彼女を信頓する,put my trust in
357,Your success ____ ____ how much effort you make.,成功は君の努力(君がどれくらい努力するか〕次第だ.,depends on
357,I ____ ____ my parents ____ university tuition.,私は両親に大学の学費を頼っている,depend on for
358,You can ____ ____ him.,彼なら頼っても大丈夫.,rely on
359,____ ____ her safety,彼女の無事を祈る,pray for
360,____ her ____ overlook my mistakes,"ミスを見逃してもらうよう,彼女にお願いする",beg to
360,____ ____ something to eat,食べ物をおねだりする,beg for
361,____ beef ____ chicken (+ like beef better than chicken),鶏肉より牛肉を好む,prefer to
362,All America ____.,全米が泣いた.,wept
363,____ doing housework,家事をするのが嫌いだ,hate
364,Don't ____ ____ it.,そんなことを気にするな.,worry about
364,Life is full of ____.,人生は心配事が多い.,worries
365,I'm ____ ____ her health.,彼女の健康が心配だ.,anxious about
365,Ben ____ ____ ____ see you.,ベンが君に会いたがっているよ、,is anxious to
366,I'm not ____ ____ the exam result.,試験結果に満足していない.,satisfied with
366,____ the ____ of tourists,旅行者のニーズに応える,satisfy needs
367,____ really ____ ____ ____ I see people smoking while (they are) walking.,歩きタバコを見かけると頭にくる(歩きタバコは私を苛立たせる).,It annoys me when
368,"I'm sorry to ____ you, but could you give me a hand?","ご迷惑をおかけしてすみませんが,手を貸していただけないでしょうか.",bother
368,Don't ____ ____ giftwrap it.,わざわざ包装しなくて構いません.,bother to
368,find it a ____ to go out in the rain,"雨の中,外出するのは面倒だと思う",bother
369,Don't ____ other peopie.,ほかの人に迷惑をかけないようにしなさい。,disturb
369,____ my sleep [concentration],睡眠[集中]を妨げる,disturb
370,I ____ ____ ____ spiders.,クモがこわい(クモに怯えさせられる).,am frightened of
371,I ____ ____ I did not study[× should have studied] hard in my teens.,10代のころ一生懸命勉強しなかったことを後悔している.,regret that
371,I ____ ____ say that I cannot help you.,残念ながらあなたを助けられないと言わなければなりません.,regret to
371,I have no ____.,後悔はしていない.,regrets
372,Could you ____ me a couple of ____?(=May I ____ a couple of ____ ____ you?),いくつかお願いがあるのですが.,do favors ask favors of
372,be ____ ____ ____ his proposal,彼の提案に賛成だ,in favor of
373,____ ____ ____ ____ history,歴史に興味を持っている,have an interest in
373,____ ____ ____ ____ ____ ____ ____ stay with your grandparents.,君は祖父母と暮らすのが一番よい.,It is in your best interests to
373,the ____ on a loan,ローンの利子,interest
374,____ ____ ____ ____ ____ you missed the movie.,あなたがその映画を見損ねたのは残念です.,It is a pity that
374,____ ____ ____ the child,その子どもをかわいそうに思う,feel pity for
375,Our flight was delayed ____ ____ the storm.,嵐のために飛行機が遅れた、,due to
375,The report is ____ on Monday.,報告書は月曜日が締め切りだ.,due
375,The train ____ ____ ____ arrive at 9:00.,電車は9時に到着予定です。,is due to
376,agree with his opinion ____ ____ ____ ____,次の理由で彼の意見に賛成だ,for the following reasons
376,____ and emotian,理性と感情,reason
376,He ____ ____ he must have left his bag on the bus.,彼はかばんをバスの中に忘れてきたに違いないと推論した.,reasoned that
376,have the ability to ____,(論理的に)思考する力がある,reason
377,____ ____ ____ ____ inflation,インフレの結果として,as a result of
377,The project ____ ____ success.,その事業は結果として成功した.,resulted in
377,Serious damage ____ ____ the earthquake.,"その地震の結果,深刻な損害が生じた.",resulted from
378,Drinking too much ____ ____ bad ____ ____ the brain.,"過度の飲酒は脳に悪影響を与える,",has a effect on
379,____ ____ strong ____ ____ them,彼らに強い影響を与える,have a influence on
379,This book ____ ____ my way of thinking.,この本は私の考え方に深く影響を与えた,deeply influenced
380,We ____ ____ ____ the night at the airport.,"私たちは結局,空港で一夜を過ごすことになった.",ended up spending
380,at the ____ of May,5月の終わりに,end
380,a ____ to an ____,目的のための手段,means end
381,____ trouble,面倒を引き起こす,cause
381,the root ____ of the war,その戦争の根源的な原因,the cause of
382,Lack of sieep ____ ____ your performance at work.,睡眠不足は仕事（の出来栄え）に悪影響を及ぼす,seriously affects
383,my ____ of studying,私の勉強の仕方,way
383,We differ ____ this ____.,"この点で私たちは異なる,",in way
383,____ ____ ____ ____ ____ Tokyo,はるばる(長い道を)東京まで行く,go all the way to
383,His IQ is ____ above average.,彼の知能指数は平均よりはるかに上だ,way
384,behave ____ a responsible ____,責任ある方法でふるまう,in manner
384,his ____ of speaking,彼の話し方,manner
384,have[×know] no ____ *マナーは「知識」ではなく「身についているもの」なので have を使う.),マナーを知らない,manners
385,What is ____ ____ ____ your visit?,あなたの訪問の目的は何ですか.,the purpose of
386,____ ____ ____ ____ your health,健康のため,for the sake of
386,____ is becoming popular among Europeans.,日本酒はヨーロッパの人々の間で人気が出ている.,Sake
387,____ in front of me,私のちょうど目の前で,right
387,You are ____.,君が正しいよ.,right
387,my ____ hand,私の右手,right
387,____ ____ ____ vote,投票権,the right to
388,a ____ stranger,見ず知らずの人(完全に知らない人),complete
388,This tunnel took ten years to ____.,このトンネルは完成するのに10年かかった.,complete
389,I ____ ____ wait for the summer.,夏が待ち遠しい(ほとんど待てない).,can hardly
389,He ____ ____ smiles.,彼はめったに笑わない.,hardly ever
390,I go to the gym ____ ____ day.,ほとんど毎日ジムに通っている、,almost every
391,I am ____ to blame.,私にも一部責任がある.,partly
392,He is ____ a kind person.,彼は本当に親切な人です.,indeed
392,"____, he is young, but he is very smart.","確かに彼は若いですが,とても頭がいい",Indeed
393,____ Homer sometimes nods.,(ことわざ》弘法にも筆の誤り(ホメロスでさえも時には居眠りする).,Even
393,Things became ____ more difficult.,事態はさらに難しくなった.,even
393,____ numbers (⇔ odd numbers),偶数[⇔奇数],even
393,"white, ____ teeth",白くきれいにそろった歯,even
393,It cost 10 dollars ____.,ちょうど10ドルでした.,even
394,____ ____ did you stay in　Australia?,オーストラリアの正確にはどこに滞在したのですか.,Where exactly
394,____./ Not ____.,そのとおりです./ちょっと違います(そのとおりではないです).,Exactly exactly
395,Land prices are ____ ____.,土地の値段が徐々に上がっている。,gradually increasing
396,"Even experts are only human, ____ ____ mistakes sometimes occur.","専門家でもただの人間だ、それゆえミスが時々起きる,",and therefore
397,"If you can't make it, your mother may go ____.","もし君が行けないのなら,君のお母さんが代わりに行ってもよい.",instead
397,take the stairs ____ ____ the elevator,エレペーターの代わりに階段を使う,instead of
398,We are open ____ p.m. on weekdays.,平日は午後 時まで営業しています,until
398,Stay here ____ I get back.,私が戻るまでここにいて.,until
399,learn another foreign language ____ English,英語以外の(英語に加えて)外国語を勉強する,besides
399,"It's too late to go out; ____, it's snowing.","外出するには遅すぎるし,おまけに,雪が降っている.",besides
400,Everybody was asleep ____ (____) him.,彼以外は皆眠っていた.,except for
400,"____ ____ a dog, the park was empty.","1匹のイヌを除いて,公園には誰もいなかった.",Except for
401,the ____ ____ whaling,捕鯨に関する討論,debate on
401,____ ____ ____ ____ ____ of this,この是非について話し合う,debate the pros and cons
402,Stop ____ my cooking!,私の料理を批判するのをやめて、,criticizing
403,____ her ____[× for] lying,うそをついたことで彼女を非難する,accuse of
403,____ him ____ murder,殺人で彼を告訴する,accuse of
404,____ ____ retu ning home,家に帰ると言い張る,insist on
404,I ____ ____ she wait.,私は波女が待つように求めた.,insisted that
405,____  ____ my studying abroad,私の留学に反対する,object to
405,a solid ____,硬い物,object
405,The ____ ____ this game is to develop children's vocabulary.,このゲームの目的は子どもの語彙を増やすことだ.,object of
405, an ____ ____ pity, 哀れみの対象,object of
406,____ ____ nuclear tests,核実験に抗議する,protest against
406,non-violent ____,非暴力の抗議,protest
407,a highly ____ ____,非常に論争になっている問題,controversial issue
408,He ____ ____ ____ be in the classroom now.,今彼はきっと教室にいるはずだ。,is bound to
408,the Nozomi Superexpress ____ ____ Tokyo,東京行きののぞみ号,bound for
409,I'll ____ (that) he's coming.,"きっと彼は来ると思う,",bet
409,____ 500 yen on a horse,馬に500円を賭ける,bet
410,____ an apology,謝罪を要求する,demand
410,supply and ____(*語順に注意.),需要と供給,demand
411,____ a strong ____ ____ study in the U.K.,イギリスに留学したいという強い願望をもつ,have desire to
411,____ ____ marry her,彼女と結婚したいと強く望む,desire to
412,____ the man ____ his diligence,その男の勤勉さを(その男性を動勉さで)褒める,praise for
412,His novel won high ____.,"彼の小説は絶賛された(高い賞賛を得た),",praise
413,It's ____ ____ ____ be here.,お招き頂きありがとうございます(ここにいることは名誉です).,an honor to
413,____ my parents,両親を敬う,honor
414,____ over tea,お茶を飲みながらおしゃべりする,chat
414,enjoy ____ ____ ____ neighbors,井戸端会議(近所の人たちとのおしやべり)を楽しむ,a chat with
415,____ ____ my childhood,私の子どものころについて触れる,refer to
415,"What does the underlined ""it"" ____ ____?",下線を引いた“it”の指すものは何か,refer to
416,You'd better not ____ it. (* You'd = You had),それには触れ(それについて述べ)ないほうがいい.,mention
417,____ ____ ____ by touching her hand,"彼女の手に触れて,気持ちを伝える",convey my feelings
417,Blood is ____ to the heart by the veins.,血液は静脈から心臓へと運ばれる.,conveyed
418,____ ____ ____ ____,実力を発揮する(真の実力を示す),demonstrate my real ability
419,____ ____ ____ ____ breakfast,朝食の重要性を強調する,emphasize the importance of
420,greatly ____ a story,話をとても大げさに言う,exaggerate
420,He often ____ when talking about fish he caught.,彼は釣った魚について話すときに大げさに言うことが多い.,exaggerates
421,"I asked him why, but he didn't ____.",彼になぜかと尋ねたが、彼は返事をしなかった.,reply
421,I look forward to your ____.,あなたの返事を楽しみにしています。,reply
422,____ ____ a question,質問に回答する,respond to
422,____ quickly ____ customer complaints,客のクレームに素早く対応する,respond to
423,____ in her ear,彼女の耳元でささやく,whisper
423,talk ____ ____ ____,小声(ささやき声)で話す,in a whisper
424,his ____ ____,彼の何気なく言った発言,casual remark
424,He ____ ____ the pot was very old.,そのつぼはとても古いものだと彼は言った.,remarked that
425,____ the behavior of birds,鳥の行動を観察する,observe
425,____ ____ humans fall into three social classes,人間は３つの社会集団に分かれると述べる,observe that
425,____ the school regulations,校則を守る,observe
425,____ Christmas,クリスマスを祝う,observe
426,Your plan is excellent ____ ____.,あなたの計画は理論上はすばらしい.,in theory
426,publish a new ____,新しい学説を発表する,theory
427,handwriting ____,筆跡鑑定(分析),analysis
428,____ ____,自然現象,natural phenomena
428,a child ____,神童(並外れて優考な子どものこと）,phenomenon
429,a drone with a GPS ____,GPS 装置を搭載したドローン,device
430,____ ____ ____ chemical ____,化学の実験をする,carry out a experiment
430,____ ____ a new medicine,新薬で実験する,experiment with
431,____ that are harmful to the environment,環境に有害な化学物質,chemicals
431,"a ____ ____[factory, reaction,formula]","化学記号[工場,反応,式]",chemical symbol
432,burn ____ ____,化石燃料を燃やす,fossil fuels
432,____ her fear,彼女の恐怖を増大させる,fuel
433,a ____ ____ ____,原子力発電所,nuclear power plant
434,____ ____ ____ younger people prefer football to baseball.,"統計によると,若年層は野球よりサッカーを好むようだ。",Statistics show that
434,mathematical ____,数理統計学,statistics
435,____ ____ ____ in journalism,報道関係の道に進む,pursue a career
435,____ a criminal,犯人を追いかける,pursue
436,____ this task,この仕事をやり遂げる,accomplish
437,____ my shyness,私の内気なところを克服する,overcome
438,____ a childhood dream,子どものころの夢を果たす,fulfill
438,____ our requirements,私たちの要求を満たす,fulfill
439,____ my life ____ helping others,人助けに人生をささげる,devote to
440,____ ____ cut costs,経費削減に努力する,strive to
441,____ ____ finish by Wednesday,水曜日までに終わらせるつもりだ,aim to
441,This book ____ ____ ____ teenagers.,"この本は10代の若者向けてす,",is aimed at
441,the ____ of this course,この講座の狙い,aim
442,face a big ____,大きな課題に直面する,challenge
442,____ the decision,その決定に異讓を唱える,challenge
443,____ ____ ____ ____,試行錯誤で,by trial and error
443,____ ____ ____ murder,殺人罪で裁判を受ける,stand trial for
443,go through a bitter ____,苦しい試練を受ける,trial
444,I ____ ____ when I stood up.,立ち上がったときにめまいがした．,felt dizzy
445,____ a hearty ____,食欲が旺盛だ．,have appetite
446,A lot of people are ____ ____ ____ in Africa.,アフリカでは多くの人が餓死している．,starving to death
446,I'm ____.What's for dinner?,お腹がぺこぺこだ．夕食は何？,starving
447,____ and physical ____,心身の健康,mental health
447,____ ____(⇔manual labor),知的労働（⇔肉体労働）,mental labor
448,____ ____ ____,（ちょっと）休憩する,take a rest
448,____ ____ of the day,その日の残り（の時間）,the rest
448,You need to ____ for a while.,君はしばらく休憩する必要があるよ．,rest
448,Our success ____ ____ his ability.,私たちの成功は彼の能力次第だ．,rests on
448,____ my eyes,目を休ませる,rest
449,____ heart bypass ____,心臓バイパス手術を受ける,have surgery
449,dental ____,口腔外科,surgery
450,the risk of ____ ____,心臓病のリスク,heart disease
451,drop out of the race because of a sudden ____,突然の腹痛でレースを棄権する,stomachache
452,show the ____ of heatstroke,熱中症の症状が現れる,symptoms
452,a ____ of social inequality,社会の不平等の兆候,symptom
453,____ [×because] ____,がんになる,get cancer
453,My star sign is ____.,私の星座はかに座です．,Cancer
454,fire engines and ____,消防車と救急車,ambulances
455,____ ____ a heart attack,心臓発作から回復する,recover from
455,____ the paintings stolen from the museum,美術館から盗まれた絵画を取り戻す,recover
456,____ ____ ____ ____ from a cold,かぜでのどが痛い,have a sore throat
456,a ____ subject,触れてほしくない話題,sore
457,My eyelids ____ ____.,まぶたが腫れ上がった．,swelled up
457,The balloon was ____ more and more.,その風船はどんどん膨らんでいった．,swelling
458,____ loudly,大きく咳をする,cough
458,I ____ ____bad ____.,咳がひどい．,have a cough
459,My nose has started to ____.,鼻血が出てきた（鼻が出血し始めた）．,bleed
460,____ pencil lines,かすかな鉛筆の跡,faint
460,____ in the extreme heat,猛暑の中で気絶する,faint
460,fall down in a ____,気絶して倒れる,faint
461,I ____ ____ ____ walking all day.,１日中歩いてくたくただ．,am exhausted from
461,I have ____ my savings.,貯金を使い果たした．,exhausted
461,automobiles ____ ____[gas],自動車の排気ガス,exhaust fumes
462,____ you ____ your disease,あなたの病気を治す,cure of
462,a ____ ____ a headache,頭痛の治療法,cure for
463,He is ____ ____.,彼は身体に障害がある．,physically disabled
463,a toilet for ____ ____,障がい者用（のための）トイレ,the disabled
464,desk work gives me a ____ back.,デスクワークで腰が痛い．,stiff
464,behave in a ____ manner,堅苦しい感じにふるまう,stiff
465,____ my arm ____,腕の筋肉をつける,develop muscles
466,____ my ____ ____ at him,彼にあかんべえをする（舌を出す）,stick tongue out
466,____ ____ ____,言葉遣いに気をつけなさい．,Watch your tongue
466,____ ____ sharp ____,口が悪い（辛辣な話し方をする）,have a tongue
467,____ ____ ____ ____ ____,時間の感覚をなくす,lose my sense of time
467,____ ____,常識（共通の分別）,common sense
467,____ ____ broad[narrow] ____,広い[狭い]意味では,in a sense
467,____ that something is wrong,何かがおかしいと感じる,sense
468,wipe the ____ off my forehead,額の汗をぬぐう,sweat
468,____ a lot,汗だくになる（たくさん汗をかく）,sweat
469,regardless of age or ____,年齢，性別とは無関係に,gender
470,?What is your ____?”?I'm ____.”,「あなたの国籍は？」「日本です（←日本人です）．」,nationality Japanese
471,the population of ____ ____,高齢者(高齢の市民)人口,senior citizens
471,British ____ living in Japan,日本に住むイギリス人,citizens
472,____ ____,公民権（選挙権などの権利）,civil rights
472,____ ____ ____,アメリカ南北戦争（国内の戦争）,the Civil War
472,She is ____ but not friendly.,彼女は礼儀正しいが友好的ではない．,civil
473,____ ____,人種差別,racial discrimination
474,show an interest in a ____ lifestyle,田舎幕らしに興味を示す,rural
475,a ____ flight,(飛行機の)国内線,domestic
475,____ violence [DV],家庭内暴力,domestic
476,____ climate change,世界的な気候変動,global
477,live ____ ____ ____ of Yokohama City(* in a suburb of ～も可. ),横浜市の郊外に住む,in the suburbs
478,cross the ____,国境を越える,border
478,The street is ____ by trees.,その通りは両側に木が植えてある(木で緑取りされている).,bordered
479,take on a financial burden,財政的な負担を負う,
480,have a negative ____ ____ the tourist industry,観光業にマイナスの影響を与える,impact on
480,the ____ of the explosion,爆発の衝撃,impact
480,This strategy ____ ____ sales.,この戦略が売り上げに影響を与えた.,impacted on
481,women's ____ ____,女性の社会的地位,social status
481,check the ____ ____,配送状況を確認する,shipment status
482,All human beings are created ____.,すべての人は平等に作られている.,equal
482,Two plus three ____ five.,2+3=5,equals
483,____ good ____ ____ other people,他者との良好な人間関係をもつ,have relationships with
483,____ you ____ ____ ____ right now?,今付き合っている(親密な関係の)人はいるの？,Are in a relationship
484,____ ____ ____ ____ ____ its beautiful night view,夜景がきれいなことで評判がよい,have a good reputation for
485,a ____ ____ hiring cheap labor,安価な労働者を雇う風潮,trend toward
485,the latest ____ in clothes,服の最新の流行,trend
